N	WORD	FREQUENCY	%
1182	created	8779	0.01
1183	happen	8760	0.01
1184	teacher	8750	0.01
1185	provision	8747	0.01
1186	variety	8743	0.01
1187	ran	8742	0.01
1188	sector	8720	0.01
1189	factors	8712	0.01
1190	direction	8704	0.01
1191	essential	8704	0.01
1192	sit	8703	0.01
1193	caught	8693	0.01
1194	speaker	8687	0.01
1195	finished	8682	0.01
1196	beautiful	8670	0.01
1197	exercise	8664	0.01
1198	function	8663	0.01
1199	civil	8661	0.01
1200	status	8656	0.01
1201	introduced	8651	0.01
1202	alternative	8651	0.01
1203	related	8649	0.01
1204	ii	8637	0.01
1205	develop	8636	0.01
1206	character	8626	0.01
1207	brown	8622	0.01
1208	tea	8619	0.01
1209	safety	8614	0.01
1210	placed	8612	0.01
1211	mum	8611	0.01
1212	aid	8607	0.01
1213	completely	8605	0.01
1214	cash	8588	0.01
1215	flat	8585	0.01
1216	fifty	8582	0.01
1217	weight	8581	0.01
1218	context	8580	0.01
1219	transport	8580	0.01
1220	oxford	8571	0.01
1221	animals	8570	0.01
1222	culture	8569	0.01
1223	m	8546	0.01
1224	obvious	8532	0.01
1225	brother	8529	0.01
1226	discussion	8521	0.01
1227	1987	8489	0.01
1228	sold	8486	0.01
1229	born	8447	0.01
1230	none	8440	0.01
1231	positive	8424	0.01
1232	knows	8419	0.01
1233	environmental	8413	0.01
1234	shares	8412	0.01
1235	damage	8405	0.01
1236	william	8395	0.01
1237	proposed	8394	0.01
1238	february	8389	0.01
1239	condition	8377	0.01
1240	senior	8377	0.01
1241	provides	8364	0.01
1242	sign	8349	0.01
1243	league	8346	0.01
1244	trees	8342	0.01
1245	sex	8341	0.01
1246	claimed	8338	0.01
1247	organisation	8331	0.01
1248	holding	8323	0.01
1249	budget	8320	0.01
1250	families	8318	0.01
1251	argument	8312	0.01
1252	saturday	8310	0.01
1253	learn	8305	0.01
1254	normally	8265	0.01
1255	truth	8250	0.01
1256	stone	8249	0.01
1257	kitchen	8247	0.01
1258	neither	8245	0.01
1259	add	8238	0.01
1260	patient	8232	0.01
1261	library	8231	0.01
1262	lived	8229	0.01
1263	fit	8229	0.01
1264	progress	8223	0.01
1265	believed	8208	0.01
1266	shot	8197	0.01
1267	principle	8183	0.01
1268	create	8181	0.01
1269	agree	8181	0.01
1270	covered	8175	0.01
1271	players	8169	0.01
1272	plant	8164	0.01
1273	let's	8161	0.01
1274	survey	8154	0.01
1275	annual	8154	0.01
1276	pupils	8142	0.01
1277	meaning	8141	0.01
1278	nuclear	8130	0.01
1279	increasing	8130	0.01
1280	phone	8126	0.01
1281	reach	8126	0.01
1282	version	8124	0.01
1283	forced	8114	0.01
1284	female	8113	0.01
1285	commercial	8110	0.01
1286	train	8096	0.01
1287	stock	8086	0.01
1288	duty	8080	0.01
1289	18	8078	0.01
1290	drink	8060	0.01
1291	telephone	8059	0.01
1292	queen	8058	0.01
1293	boys	8054	0.01
1294	send	8052	0.01
1295	presence	8049	0.01
1296	protection	8047	0.01
1297	16	8046	0.01
1298	courses	8040	0.01
1299	august	8037	0.01
1300	reduced	8030	0.01
1301	executive	8028	0.01
1302	e	8013	0.01
1303	individuals	8009	0.01
1304	bar	8008	0.01
1305	presented	8001	0.01
1306	chair	7997	0.01
1307	media	7980	0.01
1308	smith	7975	0.01
1309	avoid	7973	0.01
1310	pretty	7964	0.01
1311	race	7959	0.01
1312	9	7957	0.01
1313	14	7955	0.01
1314	achieved	7954	0.01
1315	relevant	7950	0.01
1316	apply	7945	0.01
1317	district	7944	0.01
1318	explain	7935	0.01
1319	double	7935	0.01
1320	robert	7927	0.01
1321	plus	7921	0.01
1322	1986	7919	0.01
1323	slowly	7914	0.01
1324	relatively	7912	0.01
1325	letters	7912	0.01
1326	reference	7909	0.01
1327	huge	7901	0.01
1328	marriage	7863	0.01
1329	collection	7840	0.01
1330	speech	7832	0.01
1331	africa	7826	0.01
1332	regional	7817	0.01
1333	differences	7804	0.01
1334	effort	7793	0.01
1335	opening	7793	0.01
1336	apparently	7792	0.01
1337	gold	7792	0.01
1338	overall	7791	0.01
1339	gets	7788	0.01
1340	holiday	7783	0.01
1341	career	7782	0.01
1342	names	7771	0.01
1343	latter	7764	0.01
1344	practical	7764	0.01
1345	failure	7763	0.01
1346	horse	7761	0.01
1347	speed	7741	0.01
1348	determined	7730	0.01
1349	subjects	7727	0.01
1350	benefits	7726	0.01
1351	becomes	7718	0.01
1352	sell	7709	0.01
1353	25	7706	0.01
1354	text	7665	0.01
1355	wind	7660	0.01
1356	student	7659	0.01
1357	appears	7658	0.01
1358	helped	7650	0.01
1359	managed	7647	0.01
1360	values	7646	0.01
1361	intended	7641	0.01
1362	larger	7639	0.01
1363	cells	7637	0.01
1364	records	7629	0.01
1365	daily	7629	0.01
1366	scale	7621	0.01
1367	edge	7620	0.01
1368	views	7620	0.01
1369	regular	7617	0.01
1370	smiled	7607	0.01
1371	applied	7606	0.01
1372	sleep	7605	0.01
1373	memory	7604	0.01
1374	merely	7598	0.01
1375	fast	7595	0.01
1376	studio	7589	0.01
1377	putting	7587	0.01
1378	13	7581	0.01
1379	ball	7573	0.01
1380	pass	7560	0.01
1381	cross	7556	0.01
1382	eat	7549	0.01
1383	bottom	7549	0.01
1384	foot	7544	0.01
1385	opinion	7541	0.01
1386	decisions	7530	0.01
1387	firms	7527	0.01
1388	drawn	7523	0.01
1389	facilities	7516	0.01
1390	finance	7509	0.01
1391	spend	7502	0.01
1392	cars	7501	0.01
1393	corner	7500	0.01
1394	begin	7497	0.01
1395	image	7486	0.01
1396	setting	7480	0.01
1397	impact	7478	0.01
1398	join	7475	0.01
1399	receive	7475	0.01
1400	t	7466	0.01
1401	quarter	7464	0.01
1402	politics	7462	0.01
1403	expression	7462	0.01
1404	sister	7462	0.01
1405	grant	7461	0.01
1406	instead	7438	0.01
1407	smile	7437	0.01
1408	justice	7429	0.01
1409	henry	7410	0.01
1410	draw	7398	0.01
1411	credit	7375	0.01
1412	additional	7364	0.01
1413	1985	7359	0.01
1414	wood	7357	0.01
1415	advantage	7353	0.01
1416	largely	7352	0.01
1417	debate	7344	0.01
1418	pain	7338	0.01
1419	gas	7337	0.01
1420	mass	7335	0.01
1421	clothes	7325	0.01
1422	dad	7320	0.01
1423	somebody	7316	0.01
1424	winter	7315	0.01
1425	smaller	7301	0.01
1426	aspects	7291	0.01
1427	active	7290	0.01
1428	check	7289	0.01
1429	railway	7287	0.01
1430	affairs	7276	0.01
1431	joined	7274	0.01
1432	possibly	7273	0.01
1433	travel	7271	0.01
1434	ended	7268	0.01
1435	network	7258	0.01
1436	accounts	7249	0.01
1437	leaders	7240	0.01
1438	worse	7237	0.01
1439	forest	7237	0.01
1440	nevertheless	7236	0.01
1441	build	7228	0.01
1442	stuff	7227	0.01
1443	plants	7225	0.01
1444	longer	7216	0.01
1445	providing	7214	0.01
1446	powerful	7213	0.01
1447	save	7200	0.01
1448	expressed	7182	0.01
1449	becoming	7181	0.01
1450	carefully	7180	0.01
1451	length	7171	0.01
1452	broken	7164	0.01
1453	strength	7156	0.01
1454	crime	7155	0.01
1455	except	7147	0.01
1456	mary	7125	0.01
1457	possibility	7115	0.01
1458	conservative	7110	0.01
1459	reduce	7096	0.01
1460	vote	7094	0.01
1461	hill	7088	0.01
1462	examples	7078	0.01
1463	mainly	7075	0.01
1464	square	7075	0.01
1465	explained	7074	0.01
1466	impossible	7064	0.01
1467	insurance	7062	0.01
1468	formed	7060	0.01
1469	units	7053	0.01
1470	currently	7050	0.01
1471	treated	7039	0.01
1472	warm	7036	0.01
1473	address	7036	0.01
1474	banks	7032	0.01
1475	regarded	7028	0.01
1476	somewhere	7026	0.01
1477	spoke	7023	0.01
1478	pulled	7023	0.01
1479	joint	7006	0.01
1480	confidence	7002	0.01
1481	discussed	6996	0.01
1482	ring	6988	0.01
1483	legislation	6987	0.01
1484	mentioned	6985	0.01
1485	safe	6973	0.01
1486	bodies	6963	0.01
1487	message	6959	0.01
1488	100	6937	0.01
1489	steps	6936	0.01
1490	powers	6933	0.01
1491	proved	6926	0.01
1492	domestic	6917	0.01
1493	ordinary	6913	0.01
1494	farm	6913	0.01
1495	sexual	6910	0.01
1496	edward	6908	0.01
1497	rich	6908	0.01
1498	measures	6908	0.01
1499	fight	6905	0.01
1500	entirely	6896	0.01
1501	require	6894	0.01
1502	christian	6876	0.01
1503	previously	6873	0.01
1504	solution	6871	0.01
1505	pound	6867	0.01
1506	actual	6851	0.01
1507	transfer	6849	0.01
1508	doubt	6845	0.01
1509	difficulties	6844	0.01
1510	shape	6838	0.01
1511	proposals	6829	0.01
1512	distance	6829	0.01
1513	choose	6822	0.01
1514	extremely	6821	0.01
1515	ministers	6816	0.01
1516	challenge	6815	0.01
1517	technical	6812	0.01
1518	fresh	6810	0.01
1519	scene	6804	0.01
1520	museum	6800	0.01
1521	materials	6798	0.01
1522	correct	6789	0.01
1523	judge	6789	0.01
1524	thomas	6785	0.01
1525	rock	6778	0.01
1526	target	6774	0.01
1527	r	6772	0.01
1528	article	6770	0.01
1529	prevent	6769	0.01
1530	achieve	6768	0.01
1531	waste	6762	0.01
1532	includes	6759	0.01
1533	band	6759	0.01
1534	customers	6757	0.01
1535	animal	6749	0.01
1536	50	6746	0.01
1537	due	6745	0.01
1538	x	6741	0.01
1539	items	6730	0.01
1540	suggests	6722	0.01
1541	internal	6721	0.01
1542	excellent	6718	0.01
1543	ec	6714	0.01
1544	sight	6712	0.01
1545	turning	6712	0.01
1546	assessment	6704	0.01
1547	football	6703	0.01
1548	fairly	6702	0.01
1549	watched	6698	0.01
1550	traffic	6690	0.01
1551	net	6685	0.01
1552	decide	6684	0.01
1553	talks	6683	0.01
1554	touch	6678	0.01
1555	coffee	6666	0.01
1556	watching	6663	0.01
1557	sources	6659	0.01
1558	buildings	6651	0.01
1559	increasingly	6649	0.01
1560	relief	6648	0.01
1561	spending	6644	0.01
1562	release	6639	0.01
1563	introduction	6637	0.01
1564	star	6637	0.01
1565	forty	6633	0.01
1566	administration	6633	0.01
1567	battle	6632	0.01
1568	notes	6632	0.01
1569	island	6630	0.01
1570	finding	6629	0.01
1571	strange	6628	0.01
1572	dry	6623	0.01
1573	initial	6610	0.01
1574	video	6608	0.01
1575	walking	6602	0.01
1576	existence	6592	0.01
1577	showing	6586	0.01
1578	enjoy	6582	0.01
1579	wonder	6579	0.01
1580	twelve	6576	0.01
1581	master	6576	0.01
1582	appointed	6569	0.01
1583	kingdom	6567	0.01
1584	equally	6565	0.01
1585	religious	6562	0.01
1586	cultural	6543	0.01
1587	famous	6543	0.01
1588	latest	6542	0.01
1589	contrast	6539	0.01
1590	japan	6538	0.01
1591	cabinet	6538	0.01
1592	users	6537	0.01
1593	tv	6537	0.01
1594	legs	6531	0.01
1595	institutions	6527	0.01
1596	recorded	6522	0.01
1597	bridge	6520	0.01
1598	leaves	6518	0.01
1599	rain	6517	0.01
1600	reality	6515	0.01
1601	welcome	6513	0.01
1602	clean	6512	0.01
1603	proper	6505	0.01
1604	supposed	6505	0.01
1605	24	6497	0.01
1606	spirit	6490	0.01
1607	seeing	6490	0.01
1608	lose	6488	0.01
1609	detailed	6481	0.01
1610	argued	6481	0.01
1611	driving	6479	0.01
1612	pick	6476	0.01
1613	measure	6475	0.01
1614	trial	6471	0.01
1615	programmes	6471	0.01
1616	asking	6468	0.01
1617	aim	6448	0.01
1618	tour	6447	0.01
1619	formal	6437	0.01
1620	prison	6430	0.01
1621	unemployment	6430	0.01
1622	accident	6420	0.01
1623	quiet	6420	0.01
1624	fixed	6418	0.01
1625	concept	6415	0.01
1626	starting	6415	0.01
1627	tree	6410	0.01
1628	fund	6407	0.01
1629	elements	6404	0.01
1630	discovered	6402	0.01
1631	equal	6396	0.01
1632	papers	6393	0.01
1633	served	6388	0.01
1634	unable	6359	0.01
1635	inc	6353	0.01
1636	surely	6352	0.01
1637	proportion	6347	0.01
1638	refused	6347	0.01
1639	changing	6346	0.01
1640	organization	6344	0.01
1641	mine	6344	0.01
1642	sides	6339	0.01
1643	difficulty	6333	0.01
1644	picked	6326	0.01
1645	object	6325	0.01
1646	17	6324	0.01
1647	spread	6324	0.01
1648	weekend	6315	0.01
1649	construction	6312	0.01
1650	ahead	6309	0.01
1651	wine	6305	0.01
1652	pointed	6298	0.01
1653	dinner	6296	0.01
1654	distribution	6294	0.01
1655	obtained	6285	0.01
1656	funds	6278	0.01
1657	identified	6278	0.01
1658	telling	6270	0.01
1659	search	6266	0.01
1660	usual	6262	0.01
1661	factor	6261	0.01
1662	feature	6259	0.01
1663	rural	6258	0.01
1664	keeping	6258	0.01
1665	twice	6254	0.01
1666	applications	6254	0.01
1667	path	6251	0.01
1668	referred	6250	0.01
1669	games	6246	0.01
1670	seat	6241	0.01
1671	thanks	6238	0.01
1672	whereas	6236	0.01
1673	display	6234	0.01
1674	nobody	6229	0.01
1675	raise	6225	0.01
1676	reasonable	6223	0.01
1677	detail	6223	0.01
1678	substantial	6222	0.01
1679	charges	6220	0.01
1680	tend	6217	0.01
1681	noted	6216	0.01
1682	developing	6214	0.01
1683	onto	6208	0.01
1684	improve	6208	0.01
1685	aircraft	6203	0.01
1686	calls	6201	0.01
1687	walls	6173	0.01
1688	background	6171	0.01
1689	japanese	6168	0.01
1690	officials	6165	0.01
1691	strategy	6163	0.01
1692	track	6159	0.01
1693	forget	6157	0.01
1694	content	6154	0.01
1695	soft	6146	0.01
1696	grounds	6144	0.01
1697	paris	6125	0.01
1698	o	6122	0.01
1699	communication	6109	0.01
1700	immediate	6108	0.01
1701	client	6099	0.01
1702	fourth	6094	0.01
1703	suitable	6092	0.01
1704	everybody	6084	0.01
1705	homes	6078	0.01
1706	ought	6077	0.01
1707	imagine	6071	0.01
1708	manner	6068	0.01
1709	classes	6063	0.01
1710	quick	6060	0.01
1711	pair	6057	0.01
1712	freedom	6054	0.01
1713	operations	6044	0.01
1714	selection	6038	0.01
1715	opposite	6037	0.01
1716	requirements	6035	0.01
1717	signed	6028	0.01
1718	danger	6018	0.01
1719	user	6015	0.01
1720	file	6014	0.01
1721	completed	6013	0.01
1722	attitude	6012	0.01
1723	output	6002	0.01
1724	copy	5999	0.01
1725	courts	5992	0.01
1726	spring	5983	0.01
1727	laid	5983	0.01
1728	sounds	5983	0.01
1729	relationships	5979	0.01
1730	edinburgh	5974	0.01
1731	affected	5968	0.01
1732	afraid	5967	0.01
1733	jack	5965	0.01
1734	chosen	5965	0.01
1735	heat	5957	0.01
1736	entered	5952	0.01
1737	democratic	5951	0.01
1738	elections	5948	0.01
1739	guide	5944	0.01
1740	profit	5943	0.01
1741	silence	5939	0.01
1742	goal	5938	0.01
1743	birds	5937	0.01
1744	prince	5937	0.01
1745	murder	5935	0.01
1746	techniques	5933	0.01
1747	easier	5930	0.01
1748	sufficient	5926	0.01
1749	agency	5926	0.01
1750	scientific	5922	0.01
1751	removed	5920	0.01
1752	focus	5919	0.01
1753	carrying	5916	0.01
1754	eastern	5915	0.01
1755	irish	5912	0.01
1756	speaking	5908	0.01
1757	markets	5908	0.01
1758	theatre	5906	0.01
1759	crisis	5903	0.01
1760	conflict	5901	0.01
1761	defined	5898	0.01
1762	slow	5895	0.01
1763	reform	5875	0.01
1764	expensive	5869	0.01
1765	offers	5867	0.01
1766	educational	5860	0.01
1767	capacity	5855	0.01
1768	respect	5853	0.01
1769	purposes	5850	0.01
1770	absolutely	5847	0.01
1771	happens	5845	0.01
1772	profits	5845	0.01
1773	patterns	5840	0.01
1774	whilst	5839	0.01
1775	managers	5838	0.01
1776	dropped	5838	0.01
1777	employees	5835	0.01
1778	planned	5833	0.01
1779	fields	5829	0.01
1780	package	5827	0.01
1781	weather	5824	0.01
1782	1984	5820	0.01
1783	totally	5815	0.01
1784	opportunities	5813	0.01
1785	procedure	5807	0.01
1786	grey	5805	0.01
1787	mental	5803	0.01
1788	frequently	5799	0.01
1789	bear	5799	0.01
1790	sentence	5796	0.01
1791	dangerous	5796	0.01
1792	dealing	5795	0.01
1793	beside	5793	0.01
1794	demands	5793	0.01
1795	recognition	5790	0.01
1796	largest	5788	0.01
1797	listen	5787	0.01
1798	sites	5782	0.01
1799	marked	5782	0.01
1800	absence	5780	0.01
1801	arrangements	5780	0.01
1802	perfect	5778	0.01
1803	understood	5771	0.01
1804	empty	5766	0.01
1805	secret	5765	0.01
1806	critical	5763	0.01
1807	prove	5750	0.01
1808	familiar	5744	0.01
1809	g	5743	0.01
1810	card	5739	0.01
1811	operating	5737	0.01
1812	issued	5727	0.01
1813	replaced	5713	0.01
1814	1983	5712	0.01
1815	partly	5710	0.01
1816	principles	5703	0.01
1817	supported	5701	0.01
1818	seriously	5699	0.01
1819	projects	5695	0.01
1820	admitted	5692	0.01
1821	grand	5690	0.01
1822	fighting	5688	0.01
1823	elsewhere	5684	0.01
1824	strike	5682	0.01
1825	beat	5675	0.01
1826	necessarily	5673	0.01
1827	player	5672	0.01
1828	commitment	5670	0.01
1829	properly	5667	0.01
1830	1993	5660	0.01
1831	threat	5656	0.01
1832	40	5654	0.01
1833	route	5653	0.01
1834	unlikely	5649	0.01
1835	replied	5646	0.01
1836	1981	5644	0.01
1837	liked	5638	0.01
1838	ideal	5635	0.01
1839	victory	5634	0.01
1840	21	5622	0.01
1841	discuss	5619	0.01
1842	tom	5614	0.01
1843	widely	5612	0.01
1844	occur	5610	0.01
1845	violence	5606	0.01
1846	drawing	5603	0.01
1847	efforts	5594	0.01
1848	element	5593	0.01
1849	experienced	5586	0.01
1850	worry	5585	0.01
1851	till	5579	0.01
1852	pieces	5575	0.01
1853	darlington	5567	0.01
1854	selling	5566	0.01
1855	reaction	5558	0.01
1856	historical	5558	0.01
1857	colleagues	5557	0.01
1858	roman	5556	0.01
1859	liberal	5554	0.01
1860	die	5552	0.01
1861	heads	5544	0.01
1862	bright	5540	0.01
1863	discipline	5540	0.01
1864	rooms	5535	0.01
1865	jesus	5535	0.01
1866	russian	5534	0.01
1867	pp.	5530	0.01
1868	wild	5529	0.01
1869	liverpool	5526	0.01
1870	closely	5524	0.01
1871	china	5524	0.01
1872	cell	5518	0.01
1873	castle	5518	0.01
1874	southern	5513	0.01
1875	expenditure	5512	0.01
1876	occurred	5493	0.01
1877	pictures	5485	0.01
1878	branch	5484	0.01
1879	audience	5480	0.01
1880	flowers	5480	0.01
1881	urban	5474	0.01
1882	v.	5473	0.01
1883	grow	5472	0.01
1884	thousands	5471	0.01
1885	conversation	5466	0.01
1886	congress	5465	0.01
1887	bus	5465	0.01
1888	h	5465	0.01
1889	tiny	5463	0.01
1890	desire	5462	0.01
1891	emphasis	5452	0.01
1892	remembered	5452	0.01
1893	exist	5451	0.01
1894	consideration	5447	0.01
1895	processes	5446	0.01
1896	seek	5441	0.01
1897	appearance	5437	0.01
1898	1979	5436	0.01
1899	maintain	5436	0.01
1900	upper	5431	0.01
1901	least	5429	0.01
1902	option	5425	0.01
1903	adopted	5419	0.01
1904	estate	5418	0.01
1905	exhibition	5416	0.01
1906	debt	5415	0.01
1907	youth	5415	0.01
1908	orders	5413	0.01
1909	captain	5409	0.01
1910	uses	5404	0.01
1911	younger	5403	0.01
1912	assembly	5402	0.01
1913	payment	5402	0.01
1914	lunch	5402	0.01
1915	extended	5399	0.01
1916	sought	5399	0.01
1917	learned	5398	0.01
1918	moral	5395	0.01
1919	suffered	5394	0.01
1920	serve	5386	0.01
1921	driver	5382	0.01
1922	brief	5379	0.01
1923	elected	5364	0.01
1924	volume	5362	0.01
1925	fifteen	5359	0.01
1926	leg	5357	0.01
1927	drugs	5357	0.01
1928	institute	5356	0.01
1929	comment	5355	0.01
1930	represented	5355	0.01
1931	arts	5354	0.01
1932	meetings	5353	0.01
1933	contribution	5353	0.01
1934	committed	5352	0.01
1935	centres	5346	0.01
1936	hearing	5340	0.01
1937	filled	5340	0.01
1938	bag	5338	0.01
1939	feelings	5337	0.01
1940	surprise	5337	0.01
1941	revealed	5335	0.01
1942	22	5331	0.01
1943	runs	5331	0.01
1944	broke	5329	0.01
1945	ian	5327	0.01
1946	document	5316	0.01
1947	19	5315	0.01
1948	martin	5315	0.01
1949	hell	5315	0.01
1950	apparent	5309	0.01
1951	curriculum	5308	0.01
1952	continuing	5308	0.01
1953	models	5306	0.01
1954	code	5305	0.01
1955	occasion	5296	0.01
1956	functions	5296	0.01
1957	procedures	5293	0.01
1958	noticed	5292	0.01
1959	monday	5286	0.01
1960	enter	5285	0.01
1961	shops	5282	0.01
1962	link	5282	0.01
1963	faith	5280	0.01
1964	establish	5276	0.01
1965	facts	5271	0.01
1966	membership	5271	0.01
1967	requires	5270	0.01
1968	shook	5268	0.01
1969	lies	5268	0.01
1970	crown	5265	0.01
1971	drop	5265	0.01
1972	remaining	5263	0.01
1973	thin	5259	0.01
1974	pleasure	5248	0.01
1975	lie	5245	0.01
1976	flow	5244	0.01
1977	recognised	5242	0.01
1978	1980	5232	0.01
1979	alan	5229	0.01
1980	careful	5218	0.01
1981	gain	5218	0.01
1982	ordered	5212	0.01
1983	literature	5211	0.01
1984	row	5205	0.01
1985	marketing	5205	0.01
1986	birth	5204	0.01
1987	broad	5204	0.01
1988	professor	5198	0.01
1989	beneath	5186	0.01
1990	attempts	5186	0.01
1991	stated	5170	0.01
1992	1982	5163	0.01
1993	gentleman	5163	0.01
1994	entry	5158	0.01
1995	flight	5154	0.01
1996	constant	5153	0.01
1997	attractive	5152	0.01
1998	tests	5148	0.01
1999	investigation	5145	0.01
2000	protect	5145	0.01
2001	wear	5140	0.01
2002	greatest	5137	0.01
2003	dress	5133	0.01
2004	encourage	5128	0.01
2005	belief	5127	0.01
2006	shared	5125	0.01
2007	corp	5124	0.01
2008	fun	5121	0.01
2009	catch	5120	0.01
2010	tradition	5119	0.01
2011	description	5117	0.01
2012	released	5117	0.01
2013	wearing	5116	0.01
2014	criminal	5115	0.01
2015	developments	5114	0.01
2016	engineering	5111	0.01
2017	pleased	5111	0.01
2018	shut	5108	0.01
2019	observed	5099	0.01
2020	vital	5098	0.01
2021	coal	5092	0.01
2022	italy	5091	0.01
2023	employed	5090	0.01
2024	conclusion	5089	0.01
2025	hoped	5088	0.01
2026	maximum	5086	0.01
2027	enjoyed	5085	0.01
2028	ancient	5083	0.01
2029	trading	5082	0.01
2030	adult	5078	0.01
2031	schemes	5077	0.01
2032	31	5067	0.01
2033	ltd	5067	0.01
2034	drew	5067	0.01
2035	offering	5066	0.01
2036	silver	5060	0.01
2037	sets	5058	0.01
2038	organisations	5057	0.01
2039	pushed	5057	0.01
2040	effectively	5054	0.01
2041	etc	5047	0.01
2042	partner	5043	0.01
2043	suit	5043	0.01
2044	advance	5040	0.01
2045	farmers	5038	0.01
2046	minimum	5038	0.01
